specialty_name,itemid,lab_label,fluid,category,unit,case_count,coverage_pct,raw_lab_record_count,min_value,mean_value,max_value
呼吸,51237,INR(PT),Blood,Hematology,,11035,48.074409688943106,14652,0.6,1.5713693730626217,20.2
呼吸,51274,PT,Blood,Hematology,sec,11035,48.074409688943106,14651,6.7,17.005762106141354,150.0
呼吸,51275,PTT,Blood,Hematology,sec,10503,45.75673085301037,14933,15.9,37.99503026346214,150.0
呼吸,50861,Alanine Aminotransferase (ALT),Blood,Chemistry,IU/L,6417,27.955911823647295,7367,1.0,52.20075320762558,5640.0
呼吸,50878,Asparate Aminotransferase (AST),Blood,Chemistry,IU/L,6405,27.90363335366385,7351,5.0,63.332224824355976,7310.0
呼吸,50885,"Bilirubin, Total",Blood,Chemistry,mg/dL,6241,27.189160930556767,7154,0.0,1.2376419377236554,48.2
呼吸,50863,Alkaline Phosphatase,Blood,Chemistry,IU/L,6170,26.87984664982138,7052,14.0,117.65741220961641,2802.0
呼吸,50910,Creatine Kinase (CK),Blood,Chemistry,IU/L,5213,22.710638668641632,8031,3.0,504.6912238634184,266720.0
呼吸,51146,Basophils,Blood,Hematology,%,4984,21.712991199790885,5494,0.0,0.33430979133226324,11.0
呼吸,51200,Eosinophils,Blood,Hematology,%,4984,21.712991199790885,5494,0.0,1.7075525013376138,45.0
呼吸,51244,Lymphocytes,Blood,Hematology,%,4984,21.712991199790885,5494,0.0,16.722142522739436,100.0
呼吸,51254,Monocytes,Blood,Hematology,%,4984,21.712991199790885,5494,0.0,5.999652220438737,77.0
呼吸,51256,Neutrophils,Blood,Hematology,%,4984,21.712991199790885,5494,0.0,73.16065409309792,99.0
呼吸,51491,pH,Urine,Hematology,units,4625,20.14899363945282,4819,5.0,5.912072072072072,9.0
呼吸,51498,Specific Gravity,Urine,Hematology, ,4509,19.643635096279514,4685,1.0,1.016072854291417,1.066
呼吸,50911,"Creatine Kinase, MB Isoenzyme",Blood,Chemistry,ng/mL,4310,18.776683802387385,6640,1.0,9.123252126836814,499.0
呼吸,50862,Albumin,Blood,Chemistry,g/dL,4067,17.71804478522262,4414,1.0,3.3394004589787722,5.3
呼吸,50954,Lactate Dehydrogenase (LD),Blood,Chemistry,IU/L,3937,17.151694693735298,4470,35.0,319.4467487934976,14280.0
呼吸,50813,Lactate,Blood,Blood Gas,mmol/L,3914,17.051494292933693,7670,0.3,1.7752387577930502,19.2
呼吸,50820,pH,Blood,Blood Gas,units,3607,15.714036769190555,9979,6.1,7.3747638199206635,7.76
呼吸,50802,Base Excess,Blood,Blood Gas,mEq/L,3403,14.825302779471988,9480,-32.0,0.543516975616464,26.0
呼吸,50804,Calculated Total CO2,Blood,Blood Gas,mEq/L,3402,14.8209462403067,9479,0.0,27.120257027216386,63.0
呼吸,50818,pCO2,Blood,Blood Gas,mm Hg,3401,14.816589701141414,9479,8.0,45.23872901617315,243.0
呼吸,50821,pO2,Blood,Blood Gas,mm Hg,3401,14.816589701141414,9478,14.0,130.5073183653772,593.0
呼吸,51003,Troponin T,Blood,Chemistry,ng/mL,3101,13.509627951555284,5124,0.0,0.3551595721810169,24.8
呼吸,51493,RBC,Urine,Hematology,#/hpf,2350,10.237867038424675,2410,0.0,18.251985815602836,964.0
呼吸,51516,WBC,Urine,Hematology,#/hpf,2340,10.194301646771805,2403,0.0,16.450569800569802,926.0
呼吸,51476,Epithelial Cells,Urine,Hematology,#/hpf,2252,9.81092620022654,2305,0.0,1.4557430432208407,96.0
呼吸,51249,MCHC,Blood,Hematology,g/dL,1897,8.264354796549622,2377,26.0,32.58153575821473,37.5
呼吸,52172,RDW-SD,Blood,Hematology,fL,1897,8.264354796549622,2375,33.4,46.77893472149007,84.0
呼吸,50808,Free Calcium,Blood,Blood Gas,mmol/L,1854,8.077023612442275,4506,0.32,1.1284193622235055,3.5
呼吸,51082,"Creatinine, Urine",Urine,Chemistry,mg/dL,1725,7.515030060120241,1803,0.7,88.79114009661836,524.0
呼吸,51492,Protein,Urine,Hematology,mg/dL,1639,7.14036769190555,1704,10.0,73.37858450274558,600.0
呼吸,50993,Thyroid Stimulating Hormone,Blood,Chemistry,uIU/mL,1594,6.944323429467631,1616,0.02,2.756337515683814,65.0
呼吸,51100,"Sodium, Urine",Urine,Chemistry,mEq/L,1467,6.39104295547617,1524,7.0,57.10468075437401,236.0
呼吸,50822,"Potassium, Whole Blood",Blood,Blood Gas,mEq/L,1439,6.269059858848131,3646,1.3,4.19280057531662,9.4
呼吸,50809,Glucose,Blood,Blood Gas,mg/dL,1304,5.680927071534373,3735,37.0,141.99381146591088,620.0
呼吸,51144,Bands,Blood,Hematology,%,1295,5.64171821904679,1470,0.0,2.8175933075933077,53.0
呼吸,50817,Oxygen Saturation,Blood,Blood Gas,%,1200,5.227846998344515,2687,9.0,89.32541483516484,100.0
呼吸,51143,Atypical Lymphocytes,Blood,Hematology,%,1156,5.036159275071883,1313,0.0,0.909818339100346,92.0
呼吸,51251,Metamyelocytes,Blood,Hematology,%,1154,5.027446196741309,1311,0.0,0.7513720392836511,17.0
呼吸,51097,"Potassium, Urine",Urine,Chemistry,mEq/L,1152,5.018733118410735,1207,4.0,39.67016782407407,100.0
呼吸,51255,Myelocytes,Blood,Hematology,%,1150,5.01002004008016,1307,0.0,0.4993623188405797,34.0
呼吸,50824,"Sodium, Whole Blood",Blood,Blood Gas,mEq/L,1148,5.001306961749586,2368,100.0,136.73031358885018,176.0
呼吸,50956,Lipase,Blood,Chemistry,IU/L,1142,4.975167726757864,1224,5.0,95.83289550496205,4686.0
呼吸,50810,"Hematocrit, Calculated",Blood,Blood Gas,%,1138,4.957741570096715,2656,0.0,32.52405849861913,62.0
呼吸,50811,Hemoglobin,Blood,Blood Gas,g/dL,1138,4.957741570096715,2655,4.1,10.823740176051247,20.5
呼吸,50825,Temperature,Blood,Blood Gas,,1116,4.861897708460399,1939,12.0,36.91148814857484,40.6
呼吸,51093,"Osmolality, Urine",Urine,Chemistry,mOsm/kg,1090,4.748627690162935,1144,53.0,421.8251376146789,1127.0
呼吸,51104,"Urea Nitrogen, Urine",Urine,Chemistry,mg/dL,1083,4.718131916005925,1108,35.0,526.7762388427208,1779.0
呼吸,50806,"Chloride, Whole Blood",Blood,Blood Gas,mEq/L,1078,4.696349220179489,2049,64.0,103.67153000318584,136.0
呼吸,51078,"Chloride, Urine",Urine,Chemistry,mEq/L,1055,4.596148819377886,1103,10.0,56.64358609794628,243.0
呼吸,50852,% Hemoglobin A1c,Blood,Chemistry,%,1028,4.478522261915135,1043,3.9,6.619633592736705,16.6
呼吸,50924,Ferritin,Blood,Chemistry,ng/mL,980,4.269408381981354,996,3.3,602.851836734694,35168.0
呼吸,50934,H,Blood,Chemistry,,978,4.26069530365078,1262,0.0,13.184577368779822,663.0
呼吸,50947,I,Blood,Chemistry,,978,4.26069530365078,1262,0.0,0.8843558282208589,14.0
呼吸,51678,L,Blood,Chemistry,,978,4.26069530365078,1262,0.0,12.817757327880027,795.0
呼吸,50952,Iron,Blood,Chemistry,ug/dL,964,4.199703755336761,977,6.0,48.47095435684647,451.0
呼吸,50816,Oxygen,Blood,Blood Gas,%,962,4.190990677006186,1660,0.0,61.20751815751815,100.0
呼吸,50998,Transferrin,Blood,Chemistry,mg/dL,931,4.055937962882286,943,52.0,194.71321160042964,440.0
呼吸,50953,"Iron Binding Capacity, Total",Blood,Chemistry,ug/dL,930,4.051581423716999,942,68.0,253.08440860215055,572.0
呼吸,51482,Hyaline Casts,Urine,Hematology,#/lpf,914,3.9818767970724056,931,0.0,11.63347921225383,291.0
呼吸,51000,Triglycerides,Blood,Chemistry,mg/dL,910,3.964450640411257,923,6.0,135.12619047619046,1057.0
呼吸,51214,"Fibrinogen, Functional",Blood,Hematology,mg/dL,826,3.5985013505271413,1172,36.0,355.9233204581268,1326.0
呼吸,50907,"Cholesterol, Total",Blood,Chemistry,mg/dL,800,3.485231332229677,807,40.0,157.285,377.0
呼吸,50867,Amylase,Blood,Chemistry,IU/L,789,3.4373094014115186,852,6.0,104.79024081115335,3923.0
呼吸,50904,"Cholesterol, HDL",Blood,Chemistry,mg/dL,785,3.41988324475037,791,10.0,46.25031847133758,126.0
呼吸,50903,Cholesterol Ratio (Total/HDL),Blood,Chemistry,Ratio,781,3.4024570880892218,787,1.4,3.7480153649167733,19.2
呼吸,51613,eAG,Blood,Chemistry,mg/dL,758,3.3022566872876187,769,65.0,140.43403693931398,430.0
呼吸,50905,"Cholesterol, LDL, Calculated",Blood,Chemistry,mg/dL,749,3.2630478348000347,755,12.0,85.47997329773031,219.0
呼吸,51010,Vitamin B12,Blood,Chemistry,pg/mL,748,3.2586912956347476,752,90.0,714.3088235294117,1994.0
呼吸,51514,Urobilinogen,Urine,Hematology,mg/dL,720,3.136708199006709,733,0.2,2.549722222222222,12.0
呼吸,50826,Tidal Volume,Blood,Blood Gas,,702,3.0582904940315414,1248,40.0,491.6636604136604,1100.0
呼吸,50819,PEEP,Blood,Blood Gas,,672,2.9275943190729286,1195,0.0,7.350204371521336,450.0
呼吸,50963,NTproBNP,Blood,Chemistry,pg/mL,647,2.8186808399407512,656,16.0,6027.820710973725,68848.0
呼吸,50908,CK-MB Index,Blood,Chemistry,%,602,2.6226365775028317,1064,0.1,6.262261904761905,50.0
呼吸,51484,Ketone,Urine,Hematology,mg/dL,540,2.352531149255032,555,10.0,29.080246913580247,150.0
呼吸,51283,"Reticulocyte Count, Automated",Blood,Hematology,%,531,2.313322296767448,547,0.1,2.286283741368487,15.1
呼吸,50935,Haptoglobin,Blood,Chemistry,mg/dL,504,2.1956957393046963,538,5.0,207.30439814814815,589.0
呼吸,51007,Uric Acid,Blood,Chemistry,mg/dL,496,2.1608434259823994,696,0.1,5.848891129032259,22.2
呼吸,52069,Absolute Basophil Count,Blood,Hematology,K/uL,469,2.043216868519648,510,0.0,0.02899786780383795,0.37
呼吸,52073,Absolute Eosinophil Count,Blood,Hematology,K/uL,469,2.043216868519648,510,0.0,0.16748756218905472,10.71
呼吸,51133,Absolute Lymphocyte Count,Blood,Hematology,K/uL,469,2.043216868519648,510,0.07,1.5922530206112295,31.19
呼吸,52074,Absolute Monocyte Count,Blood,Hematology,K/uL,469,2.043216868519648,510,0.0,0.7259168443496802,13.84
呼吸,52075,Absolute Neutrophil Count,Blood,Hematology,K/uL,469,2.043216868519648,511,0.0,6.600998578535892,37.37
呼吸,50889,C-Reactive Protein,Blood,Chemistry,mg/L,466,2.0301472510237866,482,0.2,75.89763948497854,294.1
呼吸,50925,Folate,Blood,Chemistry,ng/mL,419,1.8253899102552933,421,2.8,12.344749403341288,20.0
呼吸,51478,Glucose,Urine,Hematology,mg/dL,394,1.7164764311231158,402,70.0,400.71065989847716,1000.0
呼吸,50976,"Protein, Total",Blood,Chemistry,g/dL,366,1.5944933344950771,371,3.4,5.976775956284153,11.0
呼吸,51009,Vancomycin,Blood,Chemistry,ug/mL,362,1.5770671778339287,393,0.6,17.35828729281768,352.5
呼吸,51288,Sedimentation Rate,Blood,Hematology,mm/hr,357,1.5552844820074931,367,0.0,53.246498599439775,146.0
呼吸,52135,Immature Granulocytes,Blood,Hematology,%,354,1.542214864511632,376,0.1,0.6036723163841807,3.9
呼吸,50801,Alveolar-arterial Gradient,Blood,Blood Gas,mm Hg,338,1.4725102378670385,481,120.0,467.5516272189349,660.0
呼吸,50823,Required O2,Blood,Blood Gas,,338,1.4725102378670385,483,30.0,78.66028223912839,100.0
呼吸,50964,"Osmolality, Measured",Blood,Chemistry,mOsm/kg,320,1.3940925328918707,407,218.0,283.36979166666663,365.0
呼吸,51102,"Total Protein, Urine",Urine,Chemistry,mg/dL,317,1.3810229153960094,325,5.0,92.50473186119874,1135.0
呼吸,50883,"Bilirubin, Direct",Blood,Chemistry,mg/dL,298,1.2982486712555545,318,0.0,2.1317673378076063,31.0
呼吸,50909,Cortisol,Blood,Chemistry,ug/dL,285,1.2416136621068223,341,0.6,23.089415204678364,240.5
呼吸,50884,"Bilirubin, Indirect",Blood,Chemistry,mg/dL,280,1.2198309662803868,299,0.0,1.4014880952380953,13.3
呼吸,50815,O2 Flow,Blood,Blood Gas,L/min,268,1.1675524962969417,295,0.0,11.113619402985075,100.0
呼吸,50986,tacroFK,Blood,Chemistry,ng/mL,247,1.0760651738259126,264,2.0,7.794331983805669,29.7
呼吸,50917,Digoxin,Blood,Chemistry,ng/mL,235,1.0237867038424675,243,0.2,1.0485106382978724,5.0
呼吸,51257,Nucleated Red Cells,Blood,Hematology,%,223,0.9715082338590224,258,0.0,5.4073243647234674,87.0
呼吸,50950,Immunoglobulin G,Blood,Chemistry,mg/dL,220,0.9584386163631611,220,63.0,1031.4954545454545,9393.0
呼吸,50995,"Thyroxine (T4), Free",Blood,Chemistry,ng/dL,217,0.9453689988672999,220,0.24,1.2499078341013825,5.8
呼吸,51446,Lymphocytes,Pleural,Hematology,%,214,0.9322993813714385,218,0.0,38.978971962616825,100.0
呼吸,51450,Monos,Pleural,Hematology,%,214,0.9322993813714385,218,0.0,5.733644859813084,66.0
呼吸,51455,Polys,Pleural,Hematology,%,214,0.9322993813714385,218,0.0,32.675233644859816,98.0
呼吸,52391,"Total Nucleated Cells, Pleural",Pleural,Hematology,#/uL,214,0.9322993813714385,218,3.0,7949.214953271028,520000.0
呼吸,51054,"Lactate Dehydrogenase, Pleural",Pleural,Chemistry,IU/L,210,0.9148732247102902,214,19.0,1125.1619047619047,55900.0
呼吸,51059,"Total Protein, Pleural",Pleural,Chemistry,g/dL,208,0.906160146379716,212,0.2,3.605769230769231,38.0
呼吸,51053,"Glucose, Pleural",Pleural,Chemistry,mg/dL,196,0.8538816763962708,199,0.0,100.96938775510205,319.0
呼吸,51457,"RBC, Pleural",Pleural,Hematology,#/uL,192,0.8364555197351224,195,50.0,27862.7265625,990967.0
呼吸,50930,Globulin,Blood,Chemistry,g/dL,175,0.7623943539252418,177,0.8,2.6857142857142855,8.5
呼吸,50949,Immunoglobulin A,Blood,Chemistry,mg/dL,168,0.7318985797682321,169,6.0,336.57738095238096,5085.0
呼吸,51218,Granulocyte Count,Blood,Hematology,#/uL,163,0.7101158839417966,174,0.0,1812.5224948875257,15360.0
呼吸,50951,Immunoglobulin M,Blood,Chemistry,mg/dL,162,0.7057593447765096,162,3.0,148.8395061728395,2890.0
呼吸,50803,"Calculated Bicarbonate, Whole Blood",Blood,Blood Gas,mEq/L,158,0.6883331881153611,179,7.0,24.44409282700422,41.0
呼吸,51099,Protein/Creatinine Ratio,Urine,Chemistry,Ratio,158,0.6883331881153611,162,0.1,1.6677215189873418,15.7
呼吸,51479,Granular Casts,Urine,Hematology,#/lpf,157,0.683976648950074,158,1.0,6.493630573248407,105.0
呼吸,50967,Phenytoin,Blood,Chemistry,ug/mL,152,0.6621939531236386,194,0.6,11.43468201754386,94.0
呼吸,50994,Thyroxine (T4),Blood,Chemistry,ug/dL,141,0.6142720223054805,142,1.6,6.714539007092198,15.6
呼吸,51447,Macrophages,Pleural,Hematology,%,137,0.5968458656443322,139,1.0,18.748175182481752,94.0
呼吸,50831,pH,Other Body Fluid,Blood Gas,units,134,0.5837762481484708,143,6.7,7.39705223880597,9.38
呼吸,52264,Lymphs,Cerebrospinal Fluid,Hematology,%,122,0.5314977781650257,186,0.0,58.622950819672134,100.0
呼吸,52272,Monocytes,Cerebrospinal Fluid,Hematology,%,122,0.5314977781650257,186,0.0,14.368852459016393,68.0
呼吸,52281,Polys,Cerebrospinal Fluid,Hematology,%,122,0.5314977781650257,186,0.0,18.39071038251366,98.0
呼吸,52286,"Total Nucleated Cells, CSF",Cerebrospinal Fluid,Hematology,#/uL,122,0.5314977781650257,185,0.0,79.1707650273224,2650.0
呼吸,51802,"Total Protein, CSF",Cerebrospinal Fluid,Chemistry,mg/dL,122,0.5314977781650257,122,8.0,67.82786885245902,363.0
呼吸,52285,"RBC, CSF",Cerebrospinal Fluid,Hematology,#/uL,121,0.5271412389997386,183,0.0,1482.6997245179064,84000.0
呼吸,51427,Lymphocytes,Other Body Fluid,Hematology,%,120,0.5227846998344515,132,0.0,14.59375,69.0
呼吸,51431,Monos,Other Body Fluid,Hematology,%,120,0.5227846998344515,132,0.0,6.308333333333334,61.0
呼吸,51436,Polys,Other Body Fluid,Hematology,%,120,0.5227846998344515,132,0.0,57.17916666666667,99.0
呼吸,51448,Mesothelial Cells,Pleural,Hematology,%,119,0.5184281606691644,120,1.0,5.621848739495798,46.0
呼吸,51790,"Glucose, CSF",Cerebrospinal Fluid,Chemistry,mg/dL,118,0.5140716215038773,118,39.0,78.03389830508475,233.0
呼吸,50965,Parathyroid Hormone,Blood,Chemistry,pg/mL,118,0.5140716215038773,124,6.0,142.75423728813558,1290.0
呼吸,50915,D-Dimer,Blood,Chemistry,ng/mL,117,0.5097150823385902,122,183.0,2441.811965811966,20374.0
呼吸,51099,Protein/Creatinine Ratio,Urine,Chemistry,mg/mg,114,0.4966454648427289,117,0.1,1.1596491228070174,23.0
呼吸,51116,Lymphocytes,Ascites,Hematology,%,106,0.46179315152043215,106,0.0,27.556603773584907,97.0
呼吸,51120,Monocytes,Ascites,Hematology,%,106,0.46179315152043215,106,0.0,10.29245283018868,81.0
呼吸,51125,Polys,Ascites,Hematology,%,106,0.46179315152043215,106,0.0,22.59433962264151,100.0
呼吸,52065,"Total Nucleated Cells, Ascites",Ascites,Hematology,#/uL,106,0.46179315152043215,106,7.0,586.8207547169811,8800.0
呼吸,51127,"RBC, Ascites",Ascites,Hematology,#/uL,103,0.4487235340245709,103,1.0,4878.174757281553,136000.0
呼吸,51501,Transitional Epithelial Cells,Urine,Hematology,#/hpf,102,0.44436699485928377,102,1.0,3.607843137254902,210.0
呼吸,51046,"Albumin, Pleural",Pleural,Chemistry,g/dL,101,0.4400104556939967,103,0.6,2.7955445544554456,64.0
呼吸,51051,"Cholesterol, Pleural",Pleural,Chemistry,mg/dL,100,0.4356539165287096,101,6.0,65.125,186.0
呼吸,51259,Other Cells,Blood,Hematology,%,100,0.4356539165287096,131,0.0,12.975166666666667,89.0
呼吸,51130,Absolute CD3 Count,Blood,Hematology,#/uL,94,0.409514681536987,94,145.0,969.5744680851063,2681.0
呼吸,51131,Absolute CD4 Count,Blood,Hematology,#/uL,94,0.409514681536987,94,5.0,306.1276595744681,1439.0
呼吸,51132,Absolute CD8 Count,Blood,Hematology,#/uL,94,0.409514681536987,94,33.0,638.8085106382979,1980.0
呼吸,52769,Absolute Lymphocyte Count,Blood,Hematology,#/uL,94,0.409514681536987,94,156.0,1323.627659574468,5264.0
呼吸,51176,"CD3 Cells, Percent",Blood,Hematology,%,94,0.409514681536987,94,19.0,73.27659574468085,95.0
呼吸,51180,"CD4 Cells, Percent",Blood,Hematology,%,94,0.409514681536987,94,1.0,21.56382978723404,69.0
呼吸,51181,CD4/CD8 Ratio,Blood,Hematology,Ratio,94,0.409514681536987,94,0.0,0.6356382978723404,5.3
呼吸,51194,"CD8 Cells, Percent",Blood,Hematology,%,94,0.409514681536987,94,10.0,49.702127659574465,80.0
呼吸,51245,"Lymphocytes, Percent",Blood,Hematology,%,94,0.409514681536987,94,3.0,23.73404255319149,71.0
呼吸,51300,WBC Count,Blood,Hematology,K/uL,94,0.409514681536987,94,0.5,6.837234042553192,24.7
呼吸,51148,Blasts,Blood,Hematology,%,93,0.40515814237169995,138,0.0,31.626702508960573,97.0
呼吸,51117,Macrophage,Ascites,Hematology,%,87,0.37901890737997734,87,1.0,40.94252873563219,89.0
呼吸,51564,ARCH-1,Blood,Chemistry,,86,0.37466236821469023,87,0.06,16.910232558139533,788.46
呼吸,51453,Other,Pleural,Hematology,%,79,0.3441665940576806,80,0.0,9.405063291139241,81.0
呼吸,50927,Gamma Glutamyltransferase,Blood,Chemistry,IU/L,76,0.3310969765618193,78,11.0,293.5263157894737,2059.0
呼吸,51118,Mesothelial Cell,Ascites,Hematology,%,75,0.3267404373965322,75,1.0,5.466666666666667,34.0
呼吸,50864,Alpha-Fetoprotein,Blood,Chemistry,ng/mL,73,0.318027359065958,73,1.0,391.7315068493151,22002.0
呼吸,50900,Carcinoembyronic Antigen (CEA),Blood,Chemistry,ng/mL,73,0.318027359065958,73,1.1,360.541095890411,19989.0
呼吸,50849,"Total Protein, Ascites",Ascites,Chemistry,g/dL,73,0.318027359065958,73,0.0,1.6945205479452055,5.7
呼吸,51428,Macrophage,Other Body Fluid,Hematology,%,71,0.3093142807353838,77,1.0,19.1443661971831,87.0
呼吸,51001,Triiodothyronine (T3),Blood,Chemistry,ng/dL,70,0.3049577415700967,70,27.0,83.11428571428571,181.0
呼吸,50891,C4,Blood,Chemistry,mg/dL,68,0.29624466323952253,70,2.0,26.514705882352942,61.0
呼吸,51444,Eosinophils,Pleural,Hematology,%,67,0.2918881240742354,67,1.0,4.552238805970149,51.0
呼吸,51008,Valproic Acid,Blood,Chemistry,ug/mL,67,0.2918881240742354,71,4.0,57.01990049751244,234.0
呼吸,50906,"Cholesterol, LDL, Measured",Blood,Chemistry,mg/dL,66,0.2875315849089483,66,55.0,107.54545454545455,209.0
呼吸,50978,Rapamycin,Blood,Chemistry,ng/mL,64,0.27881850657837415,69,2.0,8.340625,22.7
呼吸,50890,C3,Blood,Chemistry,mg/dL,63,0.27446196741308704,65,22.0,114.67460317460318,204.0
呼吸,50980,Rheumatoid Factor,Blood,Chemistry,IU/mL,60,0.26139234991722576,60,3.0,39.13333333333333,410.0
呼吸,52369,"Total Nucleated Cells, Other",Other Body Fluid,Hematology,#/uL,60,0.26139234991722576,61,0.0,3235.9166666666665,28500.0
呼吸,50805,Carboxyhemoglobin,Blood,Blood Gas,%,58,0.25267927158665154,63,0.0,1.7706896551724138,10.0
呼吸,50866,Ammonia,Blood,Chemistry,umol/L,55,0.23960965409079027,61,7.0,47.82121212121212,391.0
呼吸,50843,"Lactate Dehydrogenase, Ascites",Ascites,Chemistry,IU/L,53,0.23089657576021608,53,4.0,163.9245283018868,2024.0
呼吸,50853,25-OH Vitamin D,Blood,Chemistry,ng/mL,52,0.226540036594929,52,6.0,26.26923076923077,59.0
呼吸,52007,UTX4,Urine,Chemistry,,50,0.2178269582643548,50,-573.0,-341.14,631.0
呼吸,51434,Other Cell,Other Body Fluid,Hematology,%,49,0.2134704190990677,50,0.0,16.73469387755102,91.0
呼吸,52004,UTX1,Urine,Chemistry,,49,0.2134704190990677,49,-453.0,-221.12244897959184,118.0
呼吸,52005,UTX2,Urine,Chemistry,,49,0.2134704190990677,49,-851.0,-564.4081632653061,183.0
呼吸,52006,UTX3,Urine,Chemistry,,49,0.2134704190990677,49,0.0,761.469387755102,6649.0
呼吸,52008,UTX5,Urine,Chemistry,,49,0.2134704190990677,49,-325.0,-116.6938775510204,600.0
呼吸,52010,UTX7,Urine,Chemistry,,49,0.2134704190990677,49,-552.0,-360.6938775510204,363.0
呼吸,50974,Prostate Specific Antigen,Blood,Chemistry,ng/mL,48,0.2091138799337806,48,0.1,112.48625,1867.0
呼吸,51282,"Reticulocyte Count, Absolute",Blood,Hematology,m/uL,48,0.2091138799337806,49,0.02,0.09145833333333335,0.4
呼吸,51284,"Reticulocyte Count, Manual",Blood,Hematology,%,48,0.2091138799337806,48,0.6,6.366666666666667,30.7
呼吸,51419,Eosinophils,Other Body Fluid,Hematology,%,47,0.2047573407684935,49,0.0,2.404255319148936,8.0
呼吸,51269,Promyelocytes,Blood,Hematology,%,47,0.2047573407684935,54,0.0,2.1872340425531913,17.0
呼吸,51663,HPE7,Blood,Chemistry,,46,0.20040080160320642,46,0.025,8.961978260869564,75.3
呼吸,51047,"Amylase, Pleural",Pleural,Chemistry,IU/L,45,0.1960442624379193,45,4.0,49.2,408.0
呼吸,51657,HPE1,Blood,Chemistry,,45,0.1960442624379193,45,0.132,65.77040000000001,2944.0
呼吸,50842,"Glucose, Ascites",Ascites,Chemistry,mg/dL,43,0.18733118410734512,43,4.0,147.48837209302326,790.0
呼吸,52009,UTX6,Urine,Chemistry,,43,0.18733118410734512,43,-87.0,-47.30232558139535,251.0
呼吸,52312,"Total Nucleated Cells, Joint",Joint Fluid,Hematology,#/uL,42,0.18297464494205803,44,3.0,31255.880952380954,362000.0
呼吸,51375,Lymphocytes,Joint Fluid,Hematology,%,41,0.17861810577677092,43,0.0,14.25609756097561,85.0
呼吸,51379,Monocytes,Joint Fluid,Hematology,%,41,0.17861810577677092,43,0.0,6.487804878048781,35.0
呼吸,51382,Polys,Joint Fluid,Hematology,%,41,0.17861810577677092,43,0.0,70.8048780487805,98.0
呼吸,50814,Methemoglobin,Blood,Blood Gas,%,39,0.16990502744619673,43,0.0,0.158974358974359,4.0
呼吸,51438,"RBC, Other Fluid",Other Body Fluid,Hematology,#/uL,39,0.16990502744619673,40,0.0,114807.15384615384,2530000.0
呼吸,51087,Length of Urine Collection,Urine,Chemistry,,38,0.16554848828090965,48,12.0,23.68421052631579,24.0
呼吸,51108,Urine Volume,Urine,Chemistry,mL,38,0.16554848828090965,48,190.0,1805.2631578947369,4400.0
呼吸,51094,pH,Urine,Chemistry,,38,0.16554848828090965,48,5.0,6.157894736842105,7.0
呼吸,51069,"Albumin, Urine",Urine,Chemistry,mg/dL,37,0.16119194911562254,37,0.4,90.44594594594595,1090.0
