specialty_name,diagnosis_name,diagnosis_relevance,recommended_drugs,candidate_drug_pairs,avoid_or_low_priority_drugs,evidence_source,top_drug_evidence,treatment_role_evidence,mapping_quality,evidence_interpretation,notes
呼吸,"Acute bronchiolitis, unspecified",primary_specialty_disease,albuterol 0.083% neb soln | guaifenesin-dextromethorphan,albuterol 0.083% neb soln | guaifenesin-dextromethorphan,lorazepam | oxycodone (immediate release) | potassium chloride | sterile water | ondansetron,single_specialty_cooccurrence,albuterol 0.083% neb soln(2) | guaifenesin-dextromethorphan(1),albuterol 0.083% neb soln:disease_directed_therapy | guaifenesin-dextromethorphan:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute bronchitis due to other specified organisms,primary_specialty_disease,albuterol inhaler | azithromycin | ipratropium-albuterol neb | guaifenesin-dextromethorphan | prednisone,albuterol inhaler | azithromycin,acetaminophen | potassium chloride replacement (critical care and oncology) | magnesium sulfate | docusate sodium | potassium chloride,single_specialty_cooccurrence,albuterol inhaler(4) | azithromycin(4) | ipratropium-albuterol neb(4) | guaifenesin-dextromethorphan(3) | prednisone(3),albuterol inhaler:disease_directed_therapy | azithromycin:disease_directed_therapy | ipratropium-albuterol neb:disease_directed_therapy | guaifenesin-dextromethorphan:disease_directed_therapy | prednisone:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute bronchitis due to respiratory syncytial virus,primary_specialty_disease,prednisone | methylprednisolone sodium succ | albuterol 0.083% neb soln | azithromycin | benzonatate,prednisone | methylprednisolone sodium succ,insulin | acyclovir | cepacol (sore throat lozenge) | dextrose 50% | glucagon,single_specialty_cooccurrence,prednisone(5) | methylprednisolone sodium succ(3) | albuterol 0.083% neb soln(2) | azithromycin(2) | benzonatate(2),prednisone:disease_directed_therapy | methylprednisolone sodium succ:disease_directed_therapy | albuterol 0.083% neb soln:disease_directed_therapy | azithromycin:disease_directed_therapy | benzonatate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute bronchitis due to rhinovirus,primary_specialty_disease,ipratropium-albuterol neb | albuterol inhaler | fluticasone propionate nasal | guaifenesin er | guaifenesin-dextromethorphan,ipratropium-albuterol neb | albuterol inhaler,acetaminophen | potassium chloride | fexofenadine | heparin,single_specialty_cooccurrence,ipratropium-albuterol neb(3) | albuterol inhaler(1) | fluticasone propionate nasal(1) | guaifenesin er(1) | guaifenesin-dextromethorphan(1),ipratropium-albuterol neb:disease_directed_therapy | albuterol inhaler:disease_directed_therapy | fluticasone propionate nasal:disease_directed_therapy | guaifenesin er:disease_directed_therapy | guaifenesin-dextromethorphan:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,"Acute bronchitis, unspecified",primary_specialty_disease,acetylcysteine 20% | albuterol 0.083% neb soln | azithromycin | guaifenesin | guaifenesin-codeine phosphate,acetylcysteine 20% | albuterol 0.083% neb soln,docusate sodium | senna | heparin | influenza vaccine quadrivalent,single_specialty_cooccurrence,acetylcysteine 20%(1) | albuterol 0.083% neb soln(1) | azithromycin(1) | guaifenesin(1) | guaifenesin-codeine phosphate(1),acetylcysteine 20%:disease_directed_therapy | albuterol 0.083% neb soln:disease_directed_therapy | azithromycin:disease_directed_therapy | guaifenesin:disease_directed_therapy | guaifenesin-codeine phosphate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute bronchospasm,primary_specialty_disease,albuterol inhaler | ipratropium-albuterol neb | methylprednisolone sodium succ | prednisone | tiotropium bromide,albuterol inhaler | ipratropium-albuterol neb,acetaminophen | influenza vaccine quadrivalent | oxycodone (immediate release) | senna | docusate sodium,single_specialty_cooccurrence,albuterol inhaler(2) | ipratropium-albuterol neb(2) | methylprednisolone sodium succ(1) | prednisone(1) | tiotropium bromide(1),albuterol inhaler:disease_directed_therapy | ipratropium-albuterol neb:disease_directed_therapy | methylprednisolone sodium succ:disease_directed_therapy | prednisone:disease_directed_therapy | tiotropium bromide:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute epiglottitis without obstruction,primary_specialty_disease,prednisone | fluticasone propionate 110mcg | ipratropium-albuterol neb,prednisone | fluticasone propionate 110mcg,0.9% sodium chloride (mini bag plus) | dexamethasone | vancomycin | ampicillin-sulbactam | cefepime,single_specialty_cooccurrence,prednisone(8) | fluticasone propionate 110mcg(1) | ipratropium-albuterol neb(1),prednisone:disease_directed_therapy | fluticasone propionate 110mcg:disease_directed_therapy | ipratropium-albuterol neb:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute laryngopharyngitis,primary_specialty_disease,azithromycin,azithromycin,acetaminophen | acetaminophen iv | ampicillin-sulbactam | benzocaine-menthol (sore throat lozenge) | chlorhexidine gluconate 0.12% oral rinse,single_specialty_cooccurrence,azithromycin(1),azithromycin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,"Acute maxillary sinusitis, unspecified",primary_specialty_disease,,,diazepam | magnesium sulfate | thiamine | acetaminophen | citalopram,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
呼吸,Acute nasopharyngitis [common cold],primary_specialty_disease,albuterol inhaler | prednisone | benzonatate | fluticasone propionate nasal | fluticasone-salmeterol diskus (500/50),albuterol inhaler | prednisone,acetaminophen | docusate sodium | metoprolol tartrate | heparin | hydromorphone (dilaudid),single_specialty_cooccurrence,albuterol inhaler(2) | prednisone(2) | benzonatate(1) | fluticasone propionate nasal(1) | fluticasone-salmeterol diskus (500/50)(1),albuterol inhaler:disease_directed_therapy | prednisone:disease_directed_therapy | benzonatate:disease_directed_therapy | fluticasone propionate nasal:disease_directed_therapy | fluticasone-salmeterol diskus (500/50):disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,"Acute pansinusitis, unspecified",primary_specialty_disease,albuterol 0.083% neb soln | fluticasone propionate nasal | guaifenesin-codeine phosphate | albuterol inhaler,albuterol 0.083% neb soln | fluticasone propionate nasal,acetaminophen | oxymetazoline | sodium chloride nasal | 0.9% sodium chloride (mini bag plus) | acyclovir,single_specialty_cooccurrence,albuterol 0.083% neb soln(2) | fluticasone propionate nasal(2) | guaifenesin-codeine phosphate(2) | albuterol inhaler(1),albuterol 0.083% neb soln:disease_directed_therapy | fluticasone propionate nasal:disease_directed_therapy | guaifenesin-codeine phosphate:disease_directed_therapy | albuterol inhaler:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute pharyngitis,primary_specialty_disease,prednisone | albuterol 0.083% neb soln | fluticasone propionate nasal | albuterol inhaler | ipratropium bromide neb,prednisone | albuterol 0.083% neb soln,acetaminophen | insulin | potassium chloride | heparin | lorazepam,single_specialty_cooccurrence,prednisone(97) | albuterol 0.083% neb soln(63) | fluticasone propionate nasal(33) | albuterol inhaler(31) | ipratropium bromide neb(31),prednisone:disease_directed_therapy | albuterol 0.083% neb soln:disease_directed_therapy | fluticasone propionate nasal:disease_directed_therapy | albuterol inhaler:disease_directed_therapy | ipratropium bromide neb:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute pharyngitis due to other specified organisms,primary_specialty_disease,azithromycin | dextromethorphan-guaifenesin (sugar free) | guaifenesin | guaifenesin-codeine phosphate,azithromycin | dextromethorphan-guaifenesin (sugar free),acetaminophen | methadone (oral solution)  2 mg/1 ml | ceftriaxone | heparin | influenza vaccine quadrivalent,single_specialty_cooccurrence,azithromycin(1) | dextromethorphan-guaifenesin (sugar free)(1) | guaifenesin(1) | guaifenesin-codeine phosphate(1),azithromycin:disease_directed_therapy | dextromethorphan-guaifenesin (sugar free):disease_directed_therapy | guaifenesin:disease_directed_therapy | guaifenesin-codeine phosphate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,"Acute pharyngitis, unspecified",primary_specialty_disease,prednisone | albuterol inhaler | benzonatate | guaifenesin | acetylcysteine 20%,prednisone | albuterol inhaler,acetaminophen | heparin | ondansetron | oxycodone (immediate release) | influenza vaccine quadrivalent,single_specialty_cooccurrence,prednisone(9) | albuterol inhaler(5) | benzonatate(4) | guaifenesin(4) | acetylcysteine 20%(3),prednisone:disease_directed_therapy | albuterol inhaler:disease_directed_therapy | benzonatate:disease_directed_therapy | guaifenesin:disease_directed_therapy | acetylcysteine 20%:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute postprocedural respiratory failure,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
呼吸,Acute pulmonary edema,primary_specialty_disease,methylprednisolone sodium succ | prednisone | albuterol 0.083% neb soln | albuterol inhaler | guaifenesin er,methylprednisolone sodium succ | prednisone,furosemide | acetaminophen | hydromorphone (dilaudid) | senna | heparin,single_specialty_cooccurrence,methylprednisolone sodium succ(6) | prednisone(6) | albuterol 0.083% neb soln(3) | albuterol inhaler(2) | guaifenesin er(2),methylprednisolone sodium succ:disease_directed_therapy | prednisone:disease_directed_therapy | albuterol 0.083% neb soln:disease_directed_therapy | albuterol inhaler:disease_directed_therapy | guaifenesin er:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute pulmonary insufficiency following thoracic surgery,primary_specialty_disease,ipratropium-albuterol neb,ipratropium-albuterol neb,metoprolol tartrate | docusate sodium | furosemide | acetaminophen | bisacodyl,single_specialty_cooccurrence,ipratropium-albuterol neb(1),ipratropium-albuterol neb:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute pulmonary manifestations due to radiation,primary_specialty_disease,albuterol 0.083% neb soln | albuterol inhaler | ipratropium bromide neb | ipratropium-albuterol neb | levalbuterol neb,albuterol 0.083% neb soln | albuterol inhaler,acetaminophen | docusate sodium | bisacodyl | citalopram | clindamycin 1% solution,single_specialty_cooccurrence,albuterol 0.083% neb soln(1) | albuterol inhaler(1) | ipratropium bromide neb(1) | ipratropium-albuterol neb(1) | levalbuterol neb(1),albuterol 0.083% neb soln:disease_directed_therapy | albuterol inhaler:disease_directed_therapy | ipratropium bromide neb:disease_directed_therapy | ipratropium-albuterol neb:disease_directed_therapy | levalbuterol neb:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,"Acute recurrent tonsillitis, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
呼吸,Acute respiratory distress syndrome,primary_specialty_disease,albuterol inhaler | guaifenesin | acetylcysteine 20% | benzonatate | ipratropium-albuterol neb,albuterol inhaler | guaifenesin,potassium chloride replacement (critical care and oncology) | influenza vaccine quadrivalent | calcium gluconate | docusate sodium | heparin,single_specialty_cooccurrence,albuterol inhaler(2) | guaifenesin(2) | acetylcysteine 20%(1) | benzonatate(1) | ipratropium-albuterol neb(1),albuterol inhaler:disease_directed_therapy | guaifenesin:disease_directed_therapy | acetylcysteine 20%:disease_directed_therapy | benzonatate:disease_directed_therapy | ipratropium-albuterol neb:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute respiratory failure with hypercapnia,primary_specialty_disease,ipratropium-albuterol neb | azithromycin | prednisone | albuterol inhaler | methylprednisolone sodium succ,ipratropium-albuterol neb | azithromycin,acetaminophen | potassium chloride replacement (critical care and oncology) | senna | fluoxetine | hydroxyzine,single_specialty_cooccurrence,ipratropium-albuterol neb(5) | azithromycin(3) | prednisone(3) | albuterol inhaler(2) | methylprednisolone sodium succ(2),ipratropium-albuterol neb:disease_directed_therapy | azithromycin:disease_directed_therapy | prednisone:disease_directed_therapy | albuterol inhaler:disease_directed_therapy | methylprednisolone sodium succ:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Acute respiratory failure with hypoxia,primary_specialty_disease,albuterol inhaler | ipratropium-albuterol neb | azithromycin | prednisone | albuterol 0.083% neb soln,albuterol inhaler | ipratropium-albuterol neb,acetaminophen | senna | potassium chloride | heparin | magnesium sulfate,single_specialty_cooccurrence,albuterol inhaler(53) | ipratropium-albuterol neb(44) | azithromycin(43) | prednisone(40) | albuterol 0.083% neb soln(36),albuterol inhaler:disease_directed_therapy | ipratropium-albuterol neb:disease_directed_therapy | azithromycin:disease_directed_therapy | prednisone:disease_directed_therapy | albuterol 0.083% neb soln:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia",primary_specialty_disease,prednisone | albuterol 0.083% neb soln | methylprednisolone na suc,prednisone | albuterol 0.083% neb soln,potassium chloride | potassium chloride replacement (critical care and oncology) | calcium gluconate | magnesium sulfate | lorazepam,single_specialty_cooccurrence,prednisone(7) | albuterol 0.083% neb soln(2) | methylprednisolone na suc(1),prednisone:disease_directed_therapy | albuterol 0.083% neb soln:disease_directed_therapy | methylprednisolone na suc:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,"Acute sinusitis, unspecified",primary_specialty_disease,prednisone | albuterol 0.083% neb soln | methylprednisolone sodium succ | fluticasone propionate nasal | guaifenesin,prednisone | albuterol 0.083% neb soln,acetaminophen | oxycodone (immediate release) | heparin | tizanidine | ibuprofen,single_specialty_cooccurrence,prednisone(7) | albuterol 0.083% neb soln(5) | methylprednisolone sodium succ(5) | fluticasone propionate nasal(3) | guaifenesin(3),prednisone:disease_directed_therapy | albuterol 0.083% neb soln:disease_directed_therapy | methylprednisolone sodium succ:disease_directed_therapy | fluticasone propionate nasal:disease_directed_therapy | guaifenesin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,"Acute sphenoidal sinusitis, unspecified",primary_specialty_disease,,,acetaminophen | amoxicillin-clavulanic acid | heparin | morphine sulfate | rivaroxaban,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
呼吸,Acute tonsillitis,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
呼吸,Acute tonsillitis due to other specified organisms,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
呼吸,"Acute tonsillitis, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
呼吸,"Acute upper respiratory infection, unspecified",primary_specialty_disease,prednisone | albuterol 0.083% neb soln | guaifenesin | azithromycin | ipratropium-albuterol neb,prednisone | albuterol 0.083% neb soln,acetaminophen | docusate sodium | influenza vaccine quadrivalent | senna | heparin,single_specialty_cooccurrence,prednisone(31) | albuterol 0.083% neb soln(27) | guaifenesin(22) | azithromycin(14) | ipratropium-albuterol neb(14),prednisone:disease_directed_therapy | albuterol 0.083% neb soln:disease_directed_therapy | guaifenesin:disease_directed_therapy | azithromycin:disease_directed_therapy | ipratropium-albuterol neb:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Allergic rhinitis due to pollen,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
呼吸,"Allergic rhinitis, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
呼吸,Asbestosis,primary_specialty_disease,albuterol 0.083% neb soln | ipratropium bromide neb | prednisone | albuterol inhaler | azithromycin,albuterol 0.083% neb soln | ipratropium bromide neb,furosemide | potassium chloride | insulin | metoprolol tartrate | acetaminophen,single_specialty_cooccurrence,albuterol 0.083% neb soln(112) | ipratropium bromide neb(83) | prednisone(57) | albuterol inhaler(35) | azithromycin(31),albuterol 0.083% neb soln:disease_directed_therapy | ipratropium bromide neb:disease_directed_therapy | prednisone:disease_directed_therapy | albuterol inhaler:disease_directed_therapy | azithromycin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Atelectasis,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
呼吸,Bronchiectasis with (acute) exacerbation,primary_specialty_disease,fluticasone-salmeterol diskus (250/50) | albuterol inhaler | guaifenesin er | ipratropium-albuterol neb,fluticasone-salmeterol diskus (250/50) | albuterol inhaler,0.9% sodium chloride (mini bag plus) | acetaminophen | amoxicillin-clavulanic acid | cefepime | heparin,single_specialty_cooccurrence,fluticasone-salmeterol diskus (250/50)(2) | albuterol inhaler(1) | guaifenesin er(1) | ipratropium-albuterol neb(1),fluticasone-salmeterol diskus (250/50):disease_directed_therapy | albuterol inhaler:disease_directed_therapy | guaifenesin er:disease_directed_therapy | ipratropium-albuterol neb:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,Bronchiectasis with acute lower respiratory infection,primary_specialty_disease,azithromycin | fluticasone propionate nasal | fluticasone-salmeterol diskus (250/50) | fluticasone-salmeterol diskus (500/50) | guaifenesin er,azithromycin | fluticasone propionate nasal,ceftriaxone | acetaminophen | levofloxacin | lidocaine 5% patch | sodium chloride 3% inhalation soln,single_specialty_cooccurrence,azithromycin(2) | fluticasone propionate nasal(1) | fluticasone-salmeterol diskus (250/50)(1) | fluticasone-salmeterol diskus (500/50)(1) | guaifenesin er(1),azithromycin:disease_directed_therapy | fluticasone propionate nasal:disease_directed_therapy | fluticasone-salmeterol diskus (250/50):disease_directed_therapy | fluticasone-salmeterol diskus (500/50):disease_directed_therapy | guaifenesin er:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,"Bronchiectasis, uncomplicated",primary_specialty_disease,albuterol inhaler | azithromycin | prednisone | tiotropium bromide | guaifenesin,albuterol inhaler | azithromycin,acetaminophen | senna | heparin | influenza vaccine quadrivalent | rifampin desensitization,single_specialty_cooccurrence,albuterol inhaler(10) | azithromycin(9) | prednisone(9) | tiotropium bromide(5) | guaifenesin(4),albuterol inhaler:disease_directed_therapy | azithromycin:disease_directed_therapy | prednisone:disease_directed_therapy | tiotropium bromide:disease_directed_therapy | guaifenesin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
呼吸,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapors",primary_specialty_disease,albuterol 0.083% neb soln,albuterol 0.083% neb soln,lorazepam | diazepam | heparin | levofloxacin | loperamide,single_specialty_cooccurrence,albuterol 0.083% neb soln(1),albuterol 0.083% neb soln:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
