specialty_name,diagnosis_name,diagnosis_relevance,recommended_drugs,candidate_drug_pairs,avoid_or_low_priority_drugs,evidence_source,top_drug_evidence,treatment_role_evidence,mapping_quality,evidence_interpretation,notes
消化,Acute vascular disorders of intestine,primary_specialty_disease,metronidazole (flagyl) | ciprofloxacin iv | ciprofloxacin hcl | ceftriaxone,metronidazole (flagyl) | ciprofloxacin iv,apixaban | docusate sodium | senna | acetaminophen | d5 1/2ns,single_specialty_cooccurrence,metronidazole (flagyl)(4) | ciprofloxacin iv(3) | ciprofloxacin hcl(2) | ceftriaxone(1),metronidazole (flagyl):disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy | ceftriaxone:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Adult hypertrophic pyloric stenosis,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,"Aggressive periodontitis, localized, unspecified severity",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,Alcohol induced acute pancreatitis,primary_specialty_disease,pantoprazole,pantoprazole,hydromorphone (dilaudid) | oxycodone (immediate release) | thiamine | ondansetron | diazepam,single_specialty_cooccurrence,pantoprazole(1),pantoprazole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Alcohol induced acute pancreatitis with uninfected necrosis,primary_specialty_disease,polyethylene glycol | hydrocortisone oint 2.5%,polyethylene glycol | hydrocortisone oint 2.5%,hydromorphone (dilaudid) | oxycodone (immediate release) | senna | acetaminophen | bisacodyl,single_specialty_cooccurrence,polyethylene glycol(4) | hydrocortisone oint 2.5%(1),polyethylene glycol:disease_directed_therapy | hydrocortisone oint 2.5%:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Alcohol induced acute pancreatitis without necrosis or infection,primary_specialty_disease,pantoprazole | polyethylene glycol | ceftriaxone | creon 12 | lactulose,pantoprazole | polyethylene glycol,hydromorphone (dilaudid) | potassium chloride | acetaminophen | oxycodone (immediate release) | thiamine,single_specialty_cooccurrence,pantoprazole(10) | polyethylene glycol(7) | ceftriaxone(3) | creon 12(2) | lactulose(2),pantoprazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ceftriaxone:disease_directed_therapy | creon 12:disease_directed_therapy | lactulose:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Alcohol-induced chronic pancreatitis,primary_specialty_disease,polyethylene glycol | pantoprazole | ciprofloxacin hcl | metronidazole | creon 12,polyethylene glycol | pantoprazole,hydromorphone (dilaudid) | oxycodone (immediate release) | acetaminophen | lorazepam | thiamine,single_specialty_cooccurrence,polyethylene glycol(12) | pantoprazole(8) | ciprofloxacin hcl(4) | metronidazole(4) | creon 12(3),polyethylene glycol:disease_directed_therapy | pantoprazole:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy | metronidazole:disease_directed_therapy | creon 12:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Alcoholic cirrhosis of liver with ascites,primary_specialty_disease,lactulose | pantoprazole | rifaximin | omeprazole | polyethylene glycol,lactulose | pantoprazole,furosemide | potassium chloride | acetaminophen | spironolactone | oxycodone (immediate release),single_specialty_cooccurrence,lactulose(49) | pantoprazole(24) | rifaximin(24) | omeprazole(16) | polyethylene glycol(12),lactulose:disease_directed_therapy | pantoprazole:disease_directed_therapy | rifaximin:disease_directed_therapy | omeprazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Alcoholic cirrhosis of liver without ascites,primary_specialty_disease,pantoprazole | lactulose | polyethylene glycol | rifaximin | methylprednisolone sodium succ,pantoprazole | lactulose,potassium chloride | magnesium sulfate | acetaminophen | thiamine | heparin,single_specialty_cooccurrence,pantoprazole(33) | lactulose(32) | polyethylene glycol(15) | rifaximin(14) | methylprednisolone sodium succ(11),pantoprazole:disease_directed_therapy | lactulose:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | rifaximin:disease_directed_therapy | methylprednisolone sodium succ:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Alcoholic fatty liver,primary_specialty_disease,ciprofloxacin hcl | polyethylene glycol | ursodiol,ciprofloxacin hcl | polyethylene glycol,acetaminophen | docusate sodium | heparin | phenobarbital alcohol withdrawal dose taper (days 2-7) | diazepam,single_specialty_cooccurrence,ciprofloxacin hcl(1) | polyethylene glycol(1) | ursodiol(1),ciprofloxacin hcl:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ursodiol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Alcoholic gastritis with bleeding,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,Alcoholic gastritis without bleeding,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,Alcoholic hepatic failure without coma,primary_specialty_disease,lactulose | rifaximin | pantoprazole | methylprednisolone sodium succ | omeprazole,lactulose | rifaximin,potassium chloride | furosemide | magnesium sulfate | oxycodone (immediate release) | spironolactone,single_specialty_cooccurrence,lactulose(24) | rifaximin(11) | pantoprazole(9) | methylprednisolone sodium succ(3) | omeprazole(3),lactulose:disease_directed_therapy | rifaximin:disease_directed_therapy | pantoprazole:disease_directed_therapy | methylprednisolone sodium succ:disease_directed_therapy | omeprazole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Alcoholic hepatitis with ascites,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,Alcoholic hepatitis without ascites,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,"Alcoholic liver disease, unspecified",primary_specialty_disease,,,thiamine | acetaminophen | diazepam | buprenorphine-naloxone (8mg-2mg) | fluoxetine,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
消化,Anal abscess,primary_specialty_disease,metronidazole | ciprofloxacin iv | ciprofloxacin hcl | ceftriaxone | methylprednisolone sodium succ,metronidazole | ciprofloxacin iv,hydromorphone (dilaudid) | acetaminophen | heparin | oxycodone (immediate release) | acetaminophen iv,single_specialty_cooccurrence,metronidazole(17) | ciprofloxacin iv(11) | ciprofloxacin hcl(6) | ceftriaxone(2) | methylprednisolone sodium succ(2),metronidazole:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy | ceftriaxone:disease_directed_therapy | methylprednisolone sodium succ:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
