specialty_name,diagnosis_name,diagnosis_relevance,recommended_drugs,candidate_drug_pairs,avoid_or_low_priority_drugs,evidence_source,top_drug_evidence,treatment_role_evidence,mapping_quality,evidence_interpretation,notes
神经,"Cerebral palsy, unspecified",primary_specialty_disease,zonisamide | oxcarbazepine | lacosamide | levetiracetam | baclofen,zonisamide | oxcarbazepine,acetaminophen | senna | heparin | lorazepam | potassium chloride,single_specialty_cooccurrence,zonisamide(12) | oxcarbazepine(10) | lacosamide(8) | levetiracetam(7) | baclofen(1),zonisamide:disease_directed_therapy | oxcarbazepine:disease_directed_therapy | lacosamide:disease_directed_therapy | levetiracetam:disease_directed_therapy | baclofen:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Cerebrospinal fluid leak,primary_specialty_disease,levetiracetam | gabapentin | diazepam | phenytoin sodium | phenytoin (suspension),levetiracetam | gabapentin,acetaminophen | oxycodone (immediate release) | senna | bisacodyl | hydromorphone (dilaudid),single_specialty_cooccurrence,levetiracetam(19) | gabapentin(15) | diazepam(13) | phenytoin sodium(6) | phenytoin (suspension)(5),levetiracetam:disease_directed_therapy | gabapentin:disease_directed_therapy | diazepam:disease_directed_therapy | phenytoin sodium:disease_directed_therapy | phenytoin (suspension):disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Cerebrospinal fluid leak from spinal puncture,primary_specialty_disease,,,acetaminophen | naproxen | ondansetron | acetaminophen-caff-butalbital | acyclovir,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
神经,"Cerebrospinal fluid leak, unspecified",primary_specialty_disease,,,diphenhydramine | docusate sodium | acetaminophen | buspirone | cefazolin,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
神经,"Cervical root disorders, not elsewhere classified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Chronic inflammatory demyelinating polyneuritis,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Chronic meningitis,primary_specialty_disease,carbidopa-levodopa (25-100),carbidopa-levodopa (25-100),heparin | lorazepam | methylprednisolone na suc | acetazolamide | calcium carbonate,single_specialty_cooccurrence,carbidopa-levodopa (25-100)(2),carbidopa-levodopa (25-100):disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Chronic migraine without aura, not intractable, without status migrainosus",primary_specialty_disease,baclofen | pregabalin,baclofen | pregabalin,capsaicin 0.025% | clonazepam | clonidine | duloxetine | acetaminophen,single_specialty_cooccurrence,baclofen(4) | pregabalin(2),baclofen:disease_directed_therapy | pregabalin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Chronic pain due to trauma,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Chronic pain syndrome,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Chronic tension-type headache, not intractable",primary_specialty_disease,lacosamide | lamotrigine | pregabalin | topiramate (topamax),lacosamide | lamotrigine,felbamate | heparin | lorazepam | ondansetron | acetaminophen,single_specialty_cooccurrence,lacosamide(5) | lamotrigine(3) | pregabalin(1) | topiramate (topamax)(1),lacosamide:disease_directed_therapy | lamotrigine:disease_directed_therapy | pregabalin:disease_directed_therapy | topiramate (topamax):disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Circadian rhythm sleep disorder, unspecified type",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Clonic hemifacial spasm, right",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Cluster headache syndrome, unspecified, not intractable",primary_specialty_disease,gabapentin | diazepam | levetiracetam,gabapentin | diazepam,hydromorphone (dilaudid) | acetaminophen | senna | bisacodyl | ondansetron,single_specialty_cooccurrence,gabapentin(7) | diazepam(5) | levetiracetam(1),gabapentin:disease_directed_therapy | diazepam:disease_directed_therapy | levetiracetam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Communicating hydrocephalus,primary_specialty_disease,zonisamide | diazepam | gabapentin,zonisamide | diazepam,morphine sulfate | acetaminophen | influenza vaccine quadrivalent | bisacodyl | citalopram,single_specialty_cooccurrence,zonisamide(2) | diazepam(1) | gabapentin(1),zonisamide:disease_directed_therapy | diazepam:disease_directed_therapy | gabapentin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Complex regional pain syndrome I of left lower limb,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Complex regional pain syndrome I of lower limb, bilateral",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Complex regional pain syndrome I of other specified site,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Complex regional pain syndrome I of right lower limb,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Complex regional pain syndrome I of right upper limb,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Complex regional pain syndrome I of unspecified lower limb,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Complex regional pain syndrome I, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Compression of brain,primary_specialty_disease,levetiracetam | diazepam | gabapentin | lacosamide | zonisamide,levetiracetam | diazepam,dexamethasone | acetaminophen | bisacodyl | senna | oxycodone (immediate release),single_specialty_cooccurrence,levetiracetam(141) | diazepam(22) | gabapentin(13) | lacosamide(3) | zonisamide(3),levetiracetam:disease_directed_therapy | diazepam:disease_directed_therapy | gabapentin:disease_directed_therapy | lacosamide:disease_directed_therapy | zonisamide:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Conus medullaris syndrome,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Cranial cerebrospinal fluid leak, spontaneous",primary_specialty_disease,,,oxycodone (immediate release) | hydroxyzine | heparin | acetaminophen | ceftriaxone,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
神经,"Cyclical vomiting, in migraine, intractable",primary_specialty_disease,,,haloperidol | d5 1/2ns | lorazepam | potassium chloride | prochlorperazine,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
神经,"Cyclical vomiting, in migraine, not intractable",primary_specialty_disease,levetiracetam | diazepam | gabapentin | topiramate (topamax),levetiracetam | diazepam,lorazepam | hydromorphone (dilaudid) | heparin | ondansetron | ketorolac,single_specialty_cooccurrence,levetiracetam(2) | diazepam(1) | gabapentin(1) | topiramate (topamax)(1),levetiracetam:disease_directed_therapy | diazepam:disease_directed_therapy | gabapentin:disease_directed_therapy | topiramate (topamax):disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Degeneration of nervous system due to alcohol,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Degenerative disease of basal ganglia, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Degenerative disease of nervous system, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Demyelinating disease of central nervous system, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Diphtheria, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Disease of spinal cord, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Disorder of brain, unspecified",primary_specialty_disease,levetiracetam | gabapentin | lacosamide,levetiracetam | gabapentin,acetaminophen | dexamethasone | senna | heparin | docusate sodium,single_specialty_cooccurrence,levetiracetam(41) | gabapentin(5) | lacosamide(2),levetiracetam:disease_directed_therapy | gabapentin:disease_directed_therapy | lacosamide:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Disorder of central nervous system, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Disorder of the autonomic nervous system, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
