specialty_name,diagnosis_name,recommended_drugs,candidate_drug_pairs,avoid_or_low_priority_drugs,evidence_source,top_drug_evidence,mapping_quality,notes
心血管,Acute embolism and thrombosis of deep veins of left upper extremity,heparin sodium | warfarin | heparin | alteplase | enoxaparin sodium,heparin sodium | warfarin,acetaminophen | senna | hydromorphone (dilaudid) | docusate sodium | ondansetron,single_specialty_cooccurrence,heparin sodium(23) | warfarin(13) | heparin(11) | alteplase(10) | enoxaparin sodium(5),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of deep veins of right upper extremity,heparin sodium | heparin | apixaban | enoxaparin (treatment) | enoxaparin sodium,heparin sodium | heparin,acetaminophen | ondansetron | senna | potassium chloride replacement (critical care and oncology) | docusate sodium,single_specialty_cooccurrence,heparin sodium(12) | heparin(8) | apixaban(6) | enoxaparin (treatment)(5) | enoxaparin sodium(5),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,"Acute embolism and thrombosis of femoral vein, bilateral",warfarin | heparin sodium | heparin | alteplase | enoxaparin (treatment),warfarin | heparin sodium,acetaminophen | senna | oxycodone (immediate release) | diphenhydramine | argatroban,single_specialty_cooccurrence,warfarin(23) | heparin sodium(22) | heparin(12) | alteplase(4) | enoxaparin (treatment)(3),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,"Acute embolism and thrombosis of iliac vein, bilateral",heparin sodium | heparin | alteplase | warfarin | enoxaparin (treatment),heparin sodium | heparin,lorazepam | potassium chloride | senna | acetaminophen | oxycodone (immediate release),single_specialty_cooccurrence,heparin sodium(15) | heparin(9) | alteplase(8) | warfarin(8) | enoxaparin (treatment)(3),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of inferior vena cava,heparin sodium | warfarin | heparin | alteplase | enoxaparin (treatment),heparin sodium | warfarin,acetaminophen | oxycodone (immediate release) | hydromorphone (dilaudid) | potassium chloride | senna,single_specialty_cooccurrence,heparin sodium(54) | warfarin(30) | heparin(26) | alteplase(20) | enoxaparin (treatment)(7),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of left axillary vein,heparin sodium | labetalol | alteplase | heparin | enoxaparin (treatment),heparin sodium | labetalol,acetaminophen | ondansetron | senna | lorazepam | oxycodone (immediate release),single_specialty_cooccurrence,heparin sodium(15) | labetalol(10) | alteplase(7) | heparin(7) | enoxaparin (treatment)(3),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of left calf muscular vein,heparin sodium | alteplase | enoxaparin (treatment) | clopidogrel | heparin,heparin sodium | alteplase,potassium chloride | lorazepam | acetaminophen | hydromorphone (dilaudid) | acetaminophen iv,single_specialty_cooccurrence,heparin sodium(8) | alteplase(5) | enoxaparin (treatment)(3) | clopidogrel(1) | heparin(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of left femoral vein,heparin sodium | heparin | apixaban | alteplase | warfarin,heparin sodium | heparin,acetaminophen | oxycodone (immediate release) | senna | docusate sodium | hydromorphone (dilaudid),single_specialty_cooccurrence,heparin sodium(72) | heparin(59) | apixaban(24) | alteplase(17) | warfarin(17),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of left iliac vein,heparin sodium | alteplase | heparin | warfarin | aspirin,heparin sodium | alteplase,acetaminophen | oxycodone (immediate release) | hydromorphone (dilaudid) | potassium chloride | senna,single_specialty_cooccurrence,heparin sodium(77) | alteplase(32) | heparin(27) | warfarin(22) | aspirin(10),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of left internal jugular vein,heparin | enoxaparin (treatment) | enoxaparin sodium | heparin sodium | apixaban,heparin | enoxaparin (treatment),oxycodone (immediate release) | acetaminophen | vancomycin | lorazepam | potassium chloride,single_specialty_cooccurrence,heparin(6) | enoxaparin (treatment)(4) | enoxaparin sodium(4) | heparin sodium(4) | apixaban(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of left peroneal vein,heparin | heparin sodium | enoxaparin (treatment) | lisinopril | apixaban,heparin | heparin sodium,acetaminophen | potassium chloride | oxycodone (immediate release) | colchicine | acetaminophen iv,single_specialty_cooccurrence,heparin(6) | heparin sodium(5) | enoxaparin (treatment)(3) | lisinopril(2) | apixaban(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of left popliteal vein,heparin | heparin sodium | warfarin | enoxaparin sodium | apixaban,heparin | heparin sodium,acetaminophen | potassium chloride | potassium chloride replacement (critical care and oncology) | magnesium sulfate | senna,single_specialty_cooccurrence,heparin(47) | heparin sodium(46) | warfarin(19) | enoxaparin sodium(16) | apixaban(15),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of left subclavian vein,heparin sodium | alteplase | warfarin | apixaban | heparin,heparin sodium | alteplase,hydromorphone (dilaudid) | diphenhydramine | oxycodone (immediate release) | acetaminophen | senna,single_specialty_cooccurrence,heparin sodium(22) | alteplase(11) | warfarin(11) | apixaban(6) | heparin(6),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of left tibial vein,heparin sodium | heparin | warfarin | enoxaparin sodium | alteplase,heparin sodium | heparin,potassium chloride | acetaminophen | magnesium sulfate | potassium chloride replacement (critical care and oncology) | oxycodone (immediate release),single_specialty_cooccurrence,heparin sodium(35) | heparin(26) | warfarin(26) | enoxaparin sodium(7) | alteplase(4),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of other specified deep vein of left lower extremity,heparin sodium | warfarin | alteplase | heparin | aspirin,heparin sodium | warfarin,oxycodone (immediate release) | docusate sodium | magnesium sulfate | senna | acetaminophen,single_specialty_cooccurrence,heparin sodium(19) | warfarin(11) | alteplase(3) | heparin(3) | aspirin(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of other specified deep vein of right lower extremity,heparin | heparin sodium | furosemide | apixaban | aspirin,heparin | heparin sodium,acetaminophen | acyclovir | docusate sodium | influenza vaccine quadrivalent | oxycodone (immediate release),single_specialty_cooccurrence,heparin(8) | heparin sodium(8) | furosemide(6) | apixaban(4) | aspirin(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of other specified veins,heparin sodium | heparin | warfarin | alteplase | enoxaparin sodium,heparin sodium | heparin,hydromorphone (dilaudid) | acetaminophen | potassium chloride | ondansetron | oxycodone (immediate release),single_specialty_cooccurrence,heparin sodium(20) | heparin(13) | warfarin(10) | alteplase(9) | enoxaparin sodium(6),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,"Acute embolism and thrombosis of peroneal vein, bilateral",hydrochlorothiazide | apixaban | heparin | heparin sodium,hydrochlorothiazide | apixaban,acetaminophen | influenza vaccine quadrivalent | polyethylene glycol | senna,single_specialty_cooccurrence,hydrochlorothiazide(2) | apixaban(1) | heparin(1) | heparin sodium(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,"Acute embolism and thrombosis of popliteal vein, bilateral",heparin sodium | warfarin | heparin | alteplase | clopidogrel,heparin sodium | warfarin,acetaminophen | oxycodone (immediate release) | hydromorphone (dilaudid) | hydroxychloroquine sulfate | influenza vaccine quadrivalent,single_specialty_cooccurrence,heparin sodium(15) | warfarin(14) | heparin(8) | alteplase(3) | clopidogrel(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of right axillary vein,heparin sodium | alteplase | apixaban | enoxaparin sodium | heparin,heparin sodium | alteplase,acetaminophen | ondansetron | rivaroxaban | influenza vaccine quadrivalent | lorazepam,single_specialty_cooccurrence,heparin sodium(15) | alteplase(9) | apixaban(3) | enoxaparin sodium(2) | heparin(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of right calf muscular vein,heparin | aspirin | heparin sodium,heparin | aspirin,acetaminophen | oxycodone (immediate release) | piperacillin-tazobactam | senna | ascorbic acid,single_specialty_cooccurrence,heparin(6) | aspirin(1) | heparin sodium(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of right femoral vein,heparin | heparin sodium | warfarin | alteplase | apixaban,heparin | heparin sodium,acetaminophen | hydromorphone (dilaudid) | oxycodone (immediate release) | senna | influenza vaccine quadrivalent,single_specialty_cooccurrence,heparin(73) | heparin sodium(66) | warfarin(17) | alteplase(11) | apixaban(11),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of right iliac vein,heparin sodium | heparin | warfarin | alteplase | enoxaparin (treatment),heparin sodium | heparin,acetaminophen | hydromorphone (dilaudid) | magnesium sulfate | oxycodone (immediate release) | influenza vaccine quadrivalent,single_specialty_cooccurrence,heparin sodium(22) | heparin(17) | warfarin(9) | alteplase(7) | enoxaparin (treatment)(4),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of right internal jugular vein,heparin sodium | heparin | apixaban | enoxaparin sodium | warfarin,heparin sodium | heparin,acetaminophen | potassium chloride | potassium chloride replacement (critical care and oncology) | heparin flush (10 units/ml) | hydromorphone (dilaudid),single_specialty_cooccurrence,heparin sodium(13) | heparin(12) | apixaban(5) | enoxaparin sodium(4) | warfarin(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of right peroneal vein,heparin | heparin sodium | apixaban | enoxaparin (treatment) | lisinopril,heparin | heparin sodium,acetaminophen | oxycodone (immediate release) | potassium chloride replacement (critical care and oncology) | senna | hydromorphone (dilaudid),single_specialty_cooccurrence,heparin(5) | heparin sodium(5) | apixaban(3) | enoxaparin (treatment)(3) | lisinopril(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of right popliteal vein,heparin sodium | heparin | metoprolol tartrate | warfarin | diltiazem,heparin sodium | heparin,acetaminophen | senna | oxycodone (immediate release) | potassium chloride | influenza vaccine quadrivalent,single_specialty_cooccurrence,heparin sodium(40) | heparin(27) | metoprolol tartrate(14) | warfarin(14) | diltiazem(6),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of right subclavian vein,alteplase | heparin sodium | apixaban | enoxaparin sodium | heparin,alteplase | heparin sodium,acetaminophen | influenza vaccine quadrivalent | lorazepam | ondansetron | hydromorphone (dilaudid),single_specialty_cooccurrence,alteplase(12) | heparin sodium(11) | apixaban(4) | enoxaparin sodium(2) | heparin(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of right tibial vein,heparin sodium | heparin | apixaban | warfarin | enoxaparin (treatment),heparin sodium | heparin,acetaminophen | potassium chloride | senna | docusate sodium | oxycodone (immediate release),single_specialty_cooccurrence,heparin sodium(15) | heparin(13) | apixaban(8) | warfarin(6) | enoxaparin (treatment)(4),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of superficial veins of left upper extremity,heparin sodium | warfarin | labetalol | alteplase | heparin,heparin sodium | warfarin,tacrolimus | acetaminophen | hydromorphone (dilaudid) | magnesium sulfate | oxycodone (immediate release),single_specialty_cooccurrence,heparin sodium(19) | warfarin(11) | labetalol(10) | alteplase(4) | heparin(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of superficial veins of right upper extremity,heparin | enoxaparin (prophylaxis) | enoxaparin sodium | apixaban | heparin sodium,heparin | enoxaparin (prophylaxis),oxycodone (immediate release) | hydromorphone (dilaudid) | potassium chloride | acetaminophen | ondansetron,single_specialty_cooccurrence,heparin(7) | enoxaparin (prophylaxis)(3) | enoxaparin sodium(3) | apixaban(2) | heparin sodium(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,"Acute embolism and thrombosis of superficial veins of upper extremity, bilateral",heparin | aspirin | enoxaparin sodium | metoprolol succinate xl,heparin | aspirin,methadone | acetaminophen | magnesium sulfate | oxycodone (immediate release) | bupivacaine 0.1%,single_specialty_cooccurrence,heparin(2) | aspirin(1) | enoxaparin sodium(1) | metoprolol succinate xl(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of superior vena cava,heparin | heparin sodium | enoxaparin sodium | alteplase (catheter clearance) | apixaban,heparin | heparin sodium,potassium chloride replacement (critical care and oncology) | acetaminophen | ibuprofen | heparin flush (10 units/ml) | senna,single_specialty_cooccurrence,heparin(13) | heparin sodium(9) | enoxaparin sodium(5) | alteplase (catheter clearance)(4) | apixaban(4),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of unspecified deep veins of left distal lower extremity,heparin | warfarin | apixaban | heparin sodium | enoxaparin sodium,heparin | warfarin,potassium chloride | acetaminophen | oxycodone (immediate release) | vancomycin | docusate sodium,single_specialty_cooccurrence,heparin(13) | warfarin(13) | apixaban(7) | heparin sodium(7) | enoxaparin sodium(6),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of unspecified deep veins of left lower extremity,enoxaparin sodium | heparin | heparin sodium,enoxaparin sodium | heparin,dexamethasone | acetaminophen | ipratropium-albuterol neb | benzonatate | docusate sodium,single_specialty_cooccurrence,enoxaparin sodium(2) | heparin(2) | heparin sodium(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of unspecified deep veins of left proximal lower extremity,,,magnesium sulfate | senna | gabapentin | hydromorphone (dilaudid) | potassium chloride,single_specialty_cooccurrence,,仅保留低优先级方案,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
心血管,Acute embolism and thrombosis of unspecified deep veins of right distal lower extremity,heparin sodium | heparin | apixaban | enoxaparin sodium | lisinopril,heparin sodium | heparin,acetaminophen | senna | influenza vaccine quadrivalent | docusate sodium | potassium chloride replacement (critical care and oncology),single_specialty_cooccurrence,heparin sodium(19) | heparin(16) | apixaban(8) | enoxaparin sodium(3) | lisinopril(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of unspecified deep veins of right lower extremity,heparin | heparin sodium | apixaban | enoxaparin sodium | hydrochlorothiazide,heparin | heparin sodium,acetaminophen | influenza vaccine quadrivalent | senna | diphenhydramine | docusate sodium,single_specialty_cooccurrence,heparin(9) | heparin sodium(9) | apixaban(5) | enoxaparin sodium(4) | hydrochlorothiazide(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of unspecified deep veins of right proximal lower extremity,enoxaparin sodium | heparin | heparin sodium,enoxaparin sodium | heparin,acetaminophen | albuterol 0.083% neb soln | influenza vaccine quadrivalent | ondansetron odt | oxycodone (immediate release),single_specialty_cooccurrence,enoxaparin sodium(1) | heparin(1) | heparin sodium(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute embolism and thrombosis of unspecified veins of right upper extremity,heparin | heparin sodium,heparin | heparin sodium,oxycodone (immediate release) | acetaminophen | docusate sodium | ondansetron | senna,single_specialty_cooccurrence,heparin(2) | heparin sodium(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,"Acute ischemic heart disease, unspecified",metoprolol tartrate | aspirin | atorvastatin | heparin | metoprolol succinate xl,metoprolol tartrate | aspirin,acetaminophen | influenza vaccine quadrivalent | potassium chloride | docusate sodium | ipratropium bromide neb,single_specialty_cooccurrence,metoprolol tartrate(6) | aspirin(5) | atorvastatin(5) | heparin(4) | metoprolol succinate xl(4),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,"Acute myocarditis, unspecified",metoprolol tartrate | aspirin | atorvastatin | heparin | metoprolol succinate xl,metoprolol tartrate | aspirin,acetaminophen | docusate sodium | ibuprofen | potassium chloride | senna,single_specialty_cooccurrence,metoprolol tartrate(4) | aspirin(2) | atorvastatin(2) | heparin(2) | metoprolol succinate xl(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute nonspecific idiopathic pericarditis,heparin | metoprolol succinate xl | metoprolol tartrate | aspirin | enoxaparin (prophylaxis),heparin | metoprolol succinate xl,colchicine | acetaminophen | prednisone | docusate sodium | ibuprofen,single_specialty_cooccurrence,heparin(9) | metoprolol succinate xl(4) | metoprolol tartrate(2) | aspirin(1) | enoxaparin (prophylaxis)(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure,warfarin | furosemide | metoprolol succinate xl | metoprolol tartrate | valsartan,warfarin | furosemide,potassium chloride | magnesium oxide | rifampin | vancomycin | acetaminophen,single_specialty_cooccurrence,warfarin(24) | furosemide(14) | metoprolol succinate xl(9) | metoprolol tartrate(6) | valsartan(5),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute on chronic diastolic (congestive) heart failure,furosemide | metoprolol tartrate | torsemide | lisinopril | metoprolol succinate xl,furosemide | metoprolol tartrate,potassium chloride | acetaminophen | insulin | senna | magnesium sulfate,single_specialty_cooccurrence,furosemide(153) | metoprolol tartrate(34) | torsemide(25) | lisinopril(18) | metoprolol succinate xl(16),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute on chronic right heart failure,furosemide | diltiazem | apixaban | aspirin | atorvastatin,furosemide | diltiazem,albuterol 0.083% neb soln | docusate sodium | guaifenesin-dextromethorphan | influenza vaccine quadrivalent | magnesium sulfate,single_specialty_cooccurrence,furosemide(6) | diltiazem(2) | apixaban(1) | aspirin(1) | atorvastatin(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute on chronic systolic (congestive) heart failure,furosemide | metoprolol tartrate | warfarin | heparin | lisinopril,furosemide | metoprolol tartrate,potassium chloride | acetaminophen | magnesium sulfate | potassium chloride replacement (critical care and oncology) | senna,single_specialty_cooccurrence,furosemide(217) | metoprolol tartrate(57) | warfarin(55) | heparin(43) | lisinopril(39),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,"Acute pericarditis, unspecified",heparin | aspirin | furosemide | metoprolol succinate xl | metoprolol tartrate,heparin | aspirin,colchicine | ibuprofen | potassium chloride | acetaminophen | potassium chloride replacement (critical care and oncology),single_specialty_cooccurrence,heparin(11) | aspirin(5) | furosemide(4) | metoprolol succinate xl(4) | metoprolol tartrate(2),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute right heart failure,heparin sodium | warfarin | metoprolol tartrate | amiodarone | furosemide,heparin sodium | warfarin,potassium chloride | acetaminophen | d5w | hydromorphone (dilaudid) | levetiracetam,single_specialty_cooccurrence,heparin sodium(16) | warfarin(10) | metoprolol tartrate(7) | amiodarone(4) | furosemide(3),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Acute systolic (congestive) heart failure,furosemide | metoprolol tartrate | metoprolol succinate xl | lisinopril | warfarin,furosemide | metoprolol tartrate,potassium chloride | acetaminophen | potassium chloride replacement (critical care and oncology) | senna | magnesium sulfate,single_specialty_cooccurrence,furosemide(159) | metoprolol tartrate(118) | metoprolol succinate xl(55) | lisinopril(48) | warfarin(47),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Alcoholic cardiomyopathy,furosemide | metoprolol succinate xl | metoprolol tartrate | valsartan | aspirin,furosemide | metoprolol succinate xl,diazepam | thiamine | ibuprofen | acetaminophen | clonidine,single_specialty_cooccurrence,furosemide(14) | metoprolol succinate xl(9) | metoprolol tartrate(5) | valsartan(5) | aspirin(4),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Aneurysm of artery of lower extremity,heparin | heparin sodium | aspirin | clopidogrel | alteplase,heparin | heparin sodium,acetaminophen | hydromorphone (dilaudid) | oxycodone (immediate release) | senna | docusate sodium,single_specialty_cooccurrence,heparin(26) | heparin sodium(20) | aspirin(11) | clopidogrel(10) | alteplase(5),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Aneurysm of carotid artery,aspirin | hydralazine | heparin | ticagrelor | warfarin,aspirin | hydralazine,acetaminophen | senna | bisacodyl | docusate sodium | ondansetron,single_specialty_cooccurrence,aspirin(12) | hydralazine(11) | heparin(7) | ticagrelor(6) | warfarin(6),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Aneurysm of heart,aspirin | atorvastatin | metoprolol succinate xl | heparin | furosemide,aspirin | atorvastatin,potassium chloride replacement (critical care and oncology) | potassium chloride | acetaminophen | magnesium sulfate | calcium gluconate,single_specialty_cooccurrence,aspirin(8) | atorvastatin(8) | metoprolol succinate xl(8) | heparin(7) | furosemide(6),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Aneurysm of iliac artery,heparin | hydralazine | metoprolol tartrate | aspirin ec | atorvastatin,heparin | hydralazine,potassium chloride replacement (critical care and oncology) | acetaminophen | amlodipine | oxycodone (immediate release) | hydromorphone (dilaudid),single_specialty_cooccurrence,heparin(12) | hydralazine(11) | metoprolol tartrate(11) | aspirin ec(5) | atorvastatin(5),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Aneurysm of other precerebral arteries,aspirin | hydralazine | clopidogrel | heparin | labetalol,aspirin | hydralazine,bisacodyl | acetaminophen | docusate sodium | ondansetron | senna,single_specialty_cooccurrence,aspirin(11) | hydralazine(8) | clopidogrel(6) | heparin(6) | labetalol(3),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Aneurysm of other specified arteries,heparin | heparin sodium | labetalol | metoprolol tartrate | aspirin,heparin | heparin sodium,acetaminophen | calcium gluconate | oxycodone (immediate release) | magnesium sulfate | iso-osmotic sodium chloride,single_specialty_cooccurrence,heparin(14) | heparin sodium(11) | labetalol(10) | metoprolol tartrate(5) | aspirin(4),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Aneurysm of renal artery,aspirin | metoprolol succinate xl | metoprolol tartrate | atorvastatin | captopril,aspirin | metoprolol succinate xl,potassium chloride | sw | acetaminophen iv | calcium gluconate | 0.83% sodium chloride,single_specialty_cooccurrence,aspirin(3) | metoprolol succinate xl(2) | metoprolol tartrate(2) | atorvastatin(1) | captopril(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Aneurysm of vertebral artery,aspirin | hydralazine | clopidogrel | heparin | hydrochlorothiazide,aspirin | hydralazine,acetaminophen | potassium chloride | ondansetron | oxycodone (immediate release) | sw,single_specialty_cooccurrence,aspirin(3) | hydralazine(3) | clopidogrel(2) | heparin(2) | hydrochlorothiazide(1),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
心血管,Angina pectoris with documented spasm,heparin | diltiazem | aspirin | atorvastatin | metoprolol tartrate,heparin | diltiazem,acetaminophen | senna | amlodipine | isosorbide mononitrate (extended release) | nitroglycerin sl,single_specialty_cooccurrence,heparin(21) | diltiazem(13) | aspirin(11) | atorvastatin(10) | metoprolol tartrate(9),可直接使用,已优先保留核心治疗药，支持治疗药和通用辅助药移入低优先级
