specialty_name,standard_drug_name,drug_name,aliases,drug_class,disease_context,treatment_role,treatment_role_label,order_category,mechanism_or_function,major_cautions,reference_source,reference_url,agent_use
心血管,losartan,losartan,,ARB,hypertension|heart failure|diabetic kidney disease,risk_modifying_therapy,风险控制治疗,risk_modifying,blocks angiotensin II receptor signaling,renal function potassium and pregnancy review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,atorvastatin,atorvastatin,lipitor,statin,hyperlipidemia|coronary artery disease|stroke prevention,risk_modifying_therapy,风险控制治疗,risk_modifying,inhibits HMG CoA reductase and lowers LDL cholesterol,liver enzyme and myopathy review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,furosemide,furosemide,lasix,loop diuretic,heart failure|volume overload|edema,risk_modifying_therapy,风险控制治疗,risk_modifying,inhibits NKCC2 in loop of Henle to promote natriuresis,electrolyte renal and volume status review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,spironolactone,spironolactone,,mineralocorticoid receptor antagonist,heart failure|ascites|edema,risk_modifying_therapy,风险控制治疗,risk_modifying,blocks aldosterone receptor to reduce sodium retention,potassium renal function and endocrine adverse effect review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,amiodarone,amiodarone,,antiarrhythmic,atrial fibrillation|ventricular arrhythmia,risk_modifying_therapy,风险控制治疗,risk_modifying,blocks potassium channels and has multi channel antiarrhythmic effects,QT thyroid liver lung and interaction review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,nitroglycerin,nitroglycerin,glyceryl trinitrate,nitrate,angina|acute coronary syndrome|hypertensive pulmonary edema,disease_directed_therapy,疾病直接治疗,disease_directed,donates nitric oxide to dilate veins and coronary arteries,hypotension and phosphodiesterase inhibitor interaction review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,amlodipine,amlodipine,norvasc,calcium channel blocker,hypertension|angina,risk_modifying_therapy,风险控制治疗,risk_modifying,dihydropyridine calcium channel blockade reduces vascular tone,edema hypotension and heart failure context review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,diltiazem,diltiazem,cardizem,non dihydropyridine calcium channel blocker,atrial fibrillation rate control|angina|hypertension,risk_modifying_therapy,风险控制治疗,risk_modifying,slows AV nodal conduction and reduces vascular tone,bradycardia heart block and heart failure review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,hydralazine,hydralazine,,vasodilator,hypertension|heart failure afterload reduction,risk_modifying_therapy,风险控制治疗,risk_modifying,direct arteriolar vasodilation reduces afterload,tachycardia hypotension and lupus like syndrome review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,isorbide mononitrate,isorbide mononitrate,imdur,nitrate,angina|heart failure adjunct,disease_directed_therapy,疾病直接治疗,disease_directed,venous and coronary vasodilation through nitric oxide pathway,hypotension headache and PDE5 inhibitor interaction review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,digoxin,digoxin,lanoxin,cardiac glycoside,heart failure|atrial fibrillation rate control,risk_modifying_therapy,风险控制治疗,risk_modifying,inhibits sodium potassium ATPase and increases vagal tone,narrow therapeutic index renal dose potassium and toxicity review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,dobutamine,dobutamine,,inotrope,acute decompensated heart failure|cardiogenic shock,risk_modifying_therapy,风险控制治疗,risk_modifying,beta agonist inotrope increases cardiac contractility,arrhythmia ischemia and blood pressure review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,norepinephrine,norepinephrine,levophed,vasopressor,shock|hypotension,risk_modifying_therapy,风险控制治疗,risk_modifying,alpha and beta adrenergic agonist raises vascular tone and blood pressure,ischemia arrhythmia and extravasation review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,rosuvastatin,rosuvastatin,crestor,statin,hyperlipidemia|coronary artery disease|stroke prevention,risk_modifying_therapy,风险控制治疗,risk_modifying,inhibits HMG CoA reductase and lowers LDL cholesterol,myopathy liver and renal dose review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,ezetimibe,ezetimibe,zetia,cholesterol absorption inhibitor,hyperlipidemia|coronary artery disease risk reduction,risk_modifying_therapy,风险控制治疗,risk_modifying,inhibits intestinal cholesterol absorption,liver enzyme and statin combination review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,torsemide,torsemide,demadex,loop diuretic,heart failure|volume overload|edema,risk_modifying_therapy,风险控制治疗,risk_modifying,loop diuretic promotes natriuresis and diuresis,electrolyte renal and volume status review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为公开药物功能知识进入候选药物解释，仍需结合诊断和风险规则复核
心血管,acetaminophen,acetaminophen,paracetamol|acetaminophen iv,analgesic antipyretic,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,central analgesic and antipyretic effect,liver dose and alcohol use review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,ibuprofen,ibuprofen,,NSAID,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,inhibits cyclooxygenase and prostaglandin synthesis,renal bleeding heart failure and GI risk review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,ketorolac,ketorolac,,NSAID,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,potent short term NSAID analgesic,renal bleeding GI ulcer and duration review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,morphine,morphine,morphine sulfate,opioid analgesic,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,mu opioid receptor agonist for severe pain,respiratory depression delirium renal and constipation review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,hydromorphone,hydromorphone,hydromorphone dilaudid|dilaudid,opioid analgesic,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,mu opioid receptor agonist for severe pain,respiratory depression delirium renal and constipation review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,oxycodone,oxycodone,oxycodone immediate release,opioid analgesic,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,mu opioid receptor agonist for moderate to severe pain,respiratory depression delirium and constipation review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,tramadol,tramadol,ultram,opioid analgesic,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,weak mu agonist and monoamine reuptake inhibition,seizure serotonin syndrome renal and delirium review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,lorazepam,lorazepam,ativan,benzodiazepine,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,GABA A positive allosteric modulator,respiratory depression delirium fall and hepatic context review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,haloperidol,haloperidol,,antipsychotic,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,D2 receptor antagonist for agitation or delirium,QT extrapyramidal and Parkinson disease review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,ondansetron,ondansetron,zofran,antiemetic,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,5 HT3 receptor antagonist for nausea and vomiting,QT constipation and serotonin interaction review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,prochlorperazine,prochlorperazine,,dopamine antagonist antiemetic,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,dopamine receptor antagonism for nausea and vomiting,QT extrapyramidal sedation and Parkinson disease review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,metoclopramide,metoclopramide,,antiemetic prokinetic,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,dopamine antagonist and prokinetic effect,extrapyramidal tardive dyskinesia and renal dose review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,senna,senna,sennosides,stimulant laxative,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,stimulates intestinal motility,constipation pattern electrolyte and chronic use review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,docusate,docusate,docusate sodium,stool softener,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,surfactant stool softener for constipation,limited efficacy and bowel obstruction review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,bisacodyl,bisacodyl,,stimulant laxative,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,stimulates colonic peristalsis,obstruction dehydration and electrolyte review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,polyethylene glycol,polyethylene glycol,peg 3350|miralax,osmotic laxative,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,retains water in stool to improve bowel movement,obstruction dehydration and electrolyte review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,simethicone,simethicone,,antiflatulent,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,reduces surface tension of gas bubbles,low systemic risk but symptom masking review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,diphenhydramine,diphenhydramine,benadryl,antihistamine,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,H1 receptor antagonist with anticholinergic effects,delirium urinary retention glaucoma and sedation review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,melatonin,melatonin,,sleep support,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,regulates circadian sleep signaling,sedation and interaction review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,sodium chloride,sodium chloride,normal saline|0 9 sodium chloride|0 9 percent sodium chloride|ns,crystalloid fluid,supportive care|general inpatient care,general_inpatient_medication,住院通用服务药物,fluid_diluent_flush,isotonic sodium chloride for fluids flush or diluent,volume overload sodium chloride burden and heart failure review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,dextrose,dextrose,d5|d10|d50|dextrose 5|dextrose 10|dextrose 50,glucose solution,supportive care|general inpatient care,general_inpatient_medication,住院通用服务药物,symptom_support,provides glucose calories or hypoglycemia rescue,hyperglycemia sodium dilution and extravasation review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,lactated ringer,lactated ringer,lactated ringers|ringer,balanced crystalloid,supportive care|general inpatient care,general_inpatient_medication,住院通用服务药物,fluid_diluent_flush,balanced crystalloid fluid for resuscitation,potassium calcium liver and volume status review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,sterile water,sterile water,sw,diluent,supportive care|general inpatient care,general_inpatient_medication,住院通用服务药物,fluid_diluent_flush,sterile diluent for medication preparation,not for direct IV infusion without tonicity review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,heparin flush,heparin flush,heparin lock flush|heparin catheter flush,line flush,supportive care|general inpatient care,general_inpatient_medication,住院通用服务药物,fluid_diluent_flush,low dose heparin for catheter patency,bleeding HIT and duplicate anticoagulation review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,influenza vaccine,influenza vaccine,flu vaccine|influenza vaccine quadrivalent,vaccine,supportive care|general inpatient care,general_inpatient_medication,住院通用服务药物,prophylaxis_prevention,preventive immunization against influenza,allergy acute illness and immunization status review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,potassium chloride,potassium chloride,potassium chloride replacement,electrolyte replacement,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,nutrition_electrolyte_metabolic,repletes potassium deficit,hyperkalemia renal function infusion rate and ECG review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,magnesium sulfate,magnesium sulfate,,electrolyte replacement,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,nutrition_electrolyte_metabolic,repletes magnesium and stabilizes neuromuscular excitability,renal function hypotension and respiratory depression review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,calcium gluconate,calcium gluconate,,electrolyte replacement,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,nutrition_electrolyte_metabolic,repletes calcium and stabilizes myocardium in selected electrolyte emergencies,extravasation calcium level and digoxin caution review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,ferrous sulfate,ferrous sulfate,iron sulfate,iron supplement,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,nutrition_support,oral iron replacement for iron deficiency,constipation GI irritation and iron overload review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,folic acid,folic acid,folate,vitamin supplement,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,nutrition_support,folate replacement for deficiency or anemia,masking B12 deficiency review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,thiamine,thiamine,vitamin B1,vitamin supplement,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,nutrition_support,vitamin B1 replacement in malnutrition or alcohol use,low systemic risk but timing before glucose in deficiency context review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,multivitamin,multivitamin,multivitamins,vitamin supplement,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,nutrition_support,general vitamin supplementation,renal fat soluble vitamin and duplicate therapy review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,albumin,albumin,human albumin,colloid fluid,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,increases plasma oncotic pressure and expands intravascular volume,volume overload allergy and indication review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,pantoprazole,pantoprazole,protonix,acid suppression,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,prophylaxis_prevention,proton pump inhibition for stress ulcer prophylaxis,C difficile magnesium and indication review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,famotidine,famotidine,pepcid,H2 receptor antagonist,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,prophylaxis_prevention,H2 receptor blockade reduces gastric acid secretion,renal dose delirium and QT review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,omeprazole,omeprazole,prilosec,proton pump inhibitor,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,prophylaxis_prevention,proton pump inhibition suppresses gastric acid secretion,C difficile magnesium B12 and interaction review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,naloxone,naloxone,narcan,opioid antagonist,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,emergency_rescue,competitive opioid receptor antagonist reverses opioid toxicity,withdrawal recurrent sedation and monitoring review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,flumazenil,flumazenil,,benzodiazepine antagonist,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,emergency_rescue,benzodiazepine receptor antagonist reverses selected benzodiazepine effects,seizure risk chronic benzodiazepine use and monitoring review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,epinephrine,epinephrine,adrenaline,adrenergic agonist,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,emergency_rescue,alpha and beta agonist supports anaphylaxis or cardiac arrest response,arrhythmia ischemia and extravasation review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,diphenoxylate atropine,diphenoxylate atropine,lomotil,antidiarrheal,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,opioid antidiarrheal plus anticholinergic reduces intestinal motility,ileus infectious diarrhea delirium and anticholinergic review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,loperamide,loperamide,imodium,antidiarrheal,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,peripheral opioid receptor agonist slows intestinal transit,infectious colitis ileus and QT with misuse review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,guaifenesin,guaifenesin,,expectorant,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,expectorant helps loosen airway secretions,hydration status and symptom masking review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,benzonatate,benzonatate,tessalon,antitussive,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,peripheral anesthetic effect reduces cough reflex,swallowing whole overdose and mental status review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,lidocaine patch,lidocaine patch,lidocaine 5% patch,local anesthetic,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,local sodium channel blockade reduces focal pain,skin reaction systemic toxicity and duplicate local anesthetic review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,lidocaine,lidocaine,1% lidocaine|lidocaine injection,local anesthetic,supportive care|general inpatient care,general_inpatient_medication,住院通用服务药物,procedure_or_nursing,local sodium channel blockade for procedural anesthesia,systemic toxicity arrhythmia dose and allergy review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,chlorhexidine,chlorhexidine,,antiseptic,supportive care|general inpatient care,general_inpatient_medication,住院通用服务药物,procedure_or_nursing,topical antiseptic reduces skin microbial burden,skin irritation allergy and mucosal exposure review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,povidone iodine,povidone iodine,betadine,antiseptic,supportive care|general inpatient care,general_inpatient_medication,住院通用服务药物,procedure_or_nursing,iodine antiseptic for skin preparation,iodine allergy thyroid and skin irritation review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
心血管,nystatin,nystatin,nystatin oral suspension,antifungal,supportive care|general inpatient care,supportive_or_symptomatic_therapy,支持/对症服务药物,symptom_support,topical polyene antifungal for oral candidiasis,swallowing local irritation and systemic infection mismatch review,RxNorm/ATC/DailyMed,https://dailymed.nlm.nih.gov/dailymed,作为支持治疗或住院通用药物功能知识，不单独作为疾病直接治疗证据
